"UID","Rec","Name","Inf","AT Apps","AT Gls","Salary","Min Fee Rls","Pas %","Str","xG"
43094553,"- -  -","Domenico Berardi","","338","125","$5,956,000 p/a","-","94%",11,"0.99"
34012022,"- -  -","Francis Coquelin","Inj","269","5","$3,899,000 p/a","$40M","-",14,"-"
85032335,"- -  -","Idrissa Gueye","","380","14","$8,445,000 p/a","-","94%",13,"0.29"
53063430,"- -  -","Alexander Sørloth","","262","78","$7,297,000 p/a","$47M","91%",16,"1.91"
45104608,"- -  -","Takefusa Kubo","","187","25","$2,337,000 p/a","$94M","-",12,"-"
18106083,"- -  -","Jérémy Doku","","110","14","$2,599,000 p/a","-","100%",13,"0.00"
85023676,"- -  -","Thorgan Hazard","","331","62","$1,923,000 p/a","-","78%",9,"0.81"
83152910,"- -  -","Galeno","","223","47","$1,326,000 p/a","-","79%",10,"0.76"
37055844,"- -  -","Donyell Malen","","161","69","$6,410,000 p/a","-","83%",12,"0.58"
14181375,"- -  -","Nicolás González","","177","47","$3,439,000 p/a","-","89%",11,"2.02"
37063649,"- -  -","Sven Botman","","157","7","$5,847,000 p/a","-","92%",17,"0.45"
92029805,"- -  -","Sead Kolašinac","","249","13","$2,742,000 p/a","-","91%",17,"0.14"
67287665,"- -  -","Álex Baena","","107","11","$1,651,000 p/a","$64M","100%",11,"0.31"
14030119,"- -  -","Gerónimo Rulli","Inj","294","-","$1,671,000 p/a","-","-",12,"-"
14042683,"- -  -","Joaquín Correa","","281","42","$6,942,000 p/a","-","84%",10,"0.79"
85045409,"- -  -","Raphaël Guerreiro","Inj","296","41","$6,410,000 p/a","-","-",9,"-"
11023165,"- -  -","Amir Rrahmani","nEU","283","16","$3,439,000 p/a","-","95%",16,"0.16"
14063109,"- -  -","Jeremías Ledesma","","175","-","$961,000 p/a","$32M","75%",14,"0.00"
37024265,"- -  -","Steven Berghuis","","319","111","$4,178,000 p/a","-","83%",11,"1.98"
7456721,"- -  -","Jesús Navas","","634","32","$4,821,000 p/a","$13.75M","78%",8,"0.00"
2000098727,"- -  -","Rico Lewis","IPR","18","-","$1,624,000 p/a","-","87%",13,"0.06"
19184436,"- -  -","Joelinton","Inj","239","41","$5,197,000 p/a","-","-",18,"-"
55013032,"- -  -","Danilo Pereira","","324","31","$4,807,000 p/a","-","91%",17,"0.13"
43091113,"- -  -","Bryan Cristante","","247","22","$5,560,000 p/a","-","94%",15,"0.49"
48036643,"- -  -","Mouctar Diakhaby","Wnt","166","8","$854,000 p/a","$107M","93%",16,"0.26"
78090138,"- -  -","Darwin Núñez","","134","62","$9,095,000 p/a","-","88%",14,"0.51"
51054011,"- -  -","Edson Álvarez","","200","16","$6,497,000 p/a","-","84%",12,"0.36"
18110528,"- -  -","Charles De Ketelaere","","126","19","$3,439,000 p/a","-","94%",14,"0.49"
27132703,"- -  -","Morten Hjulmand","IPR","165","1","$1,532,000 p/a","$86M","93%",14,"0.25"
14110846,"- -  -","Exequiel Palacios","","112","10","$3,398,000 p/a","-","91%",12,"0.36"
43195181,"- -  -","Umar Sadiq","Wnt","164","73","$1,488,000 p/a","$107M","85%",14,"1.40"
51055610,"- -  -","César Montes","Inj","256","16","$984,000 p/a","$28.5M","97%",9,"0.00"
28108036,"- -  -","Conor Gallagher","","149","19","$974,000 p/a","-","92%",11,"0.67"
168235,"- -  -","Quincy Promes","","320","136","$2,671,000 p/a","-","84%",9,"2.16"
35015916,"- -  -","Eric Maxim Choupo-Moting","Wnt","360","74","$8,012,000 p/a","-","90%",15,"0.20"
37005632,"- -  -","Daley Blind","","342","14","$836,000 p/a","$22M","95%",12,"0.03"
83174762,"- -  -","Vitinha","","112","12","$6,359,000 p/a","-","87%",11,"0.94"
62070416,"- -  -","Filip Kostić","nEU","386","52","$3,439,000 p/a","-","81%",13,"0.06"
67295650,"- -  -","Yeremy Pino","","115","16","$1,537,000 p/a","$86M","78%",9,"0.26"
67085965,"- -  -","Suso","Wnt","281","36","$1,566,000 p/a","$43.5M","87%",8,"0.00"
51042313,"- -  -","Hirving Lozano","IPR","304","90","$3,739,000 p/a","-","90%",7,"0.65"
7990060,"- -  -","Matteo Darmian","","350","12","$3,439,000 p/a","-","90%",13,"0.23"
71101331,"- -  -","Mykhaylo Mudryk","","69","9","$9,745,000 p/a","-","83%",15,"0.84"
71048716,"- -  -","Ruslan Malinovskyi","Trn","342","66","$1,371,000 p/a","-","-",15,"-"
71099053,"- -  -","Andriy Lunin","","89","-","$3,489,000 p/a","$268M","87%",12,"0.00"
83190945,"- -  -","Ali Al Musrati","Trn","152","9","$785,000 p/a","$32M","90%",16,"1.81"
24000971,"- -  -","Dejan Lovren","","393","15","$5,128,000 p/a","-","94%",14,"0.05"
83209468,"- -  -","Gonçalo Ramos","Trn","105","47","$1,532,000 p/a","-","91%",13,"1.88"
96026541,"- -  -","Arkadiusz Milik","","289","111","$4,810,000 p/a","-","83%",15,"0.05"
37001813,"- -  -","Marten de Roon","","423","25","$1,982,000 p/a","-","89%",14,"0.61"
37001814,"- -  -","Stefan de Vrij","","381","23","$7,542,000 p/a","-","-",15,"-"
1510305,"- -  -","Pedro","","519","127","$3,021,000 p/a","-","86%",6,"0.62"
67063007,"- -  -","Sergi Roberto","","333","17","$4,807,000 p/a","$429M","82%",10,"0.00"
55041694,"- -  -","André Silva","","298","107","$7,478,000 p/a","-","100%",13,"0.10"
28066082,"- -  -","Héctor Bellerín","","229","9","$1,314,000 p/a","$34M","95%",10,"0.00"
86047272,"- -  -","Yangel Herrera","","191","12","$1,393,000 p/a","$44.5M","86%",13,"0.41"
45109174,"- -  -","Hidemasa Morita","","234","17","$1,198,000 p/a","$48M","93%",12,"0.61"
67268221,"- -  -","Pedro Porro","IPR","137","15","$8,445,000 p/a","-","87%",12,"0.40"
37003555,"- -  -","Marko Arnautović","Trn","412","118","$4,124,000 p/a","-","91%",17,"0.17"
28054565,"- -  -","Jordan Pickford","","369","-","$9,745,000 p/a","-","97%",14,"0.00"
43094100,"- -  -","Lorenzo Pellegrini","","233","39","$6,942,000 p/a","-","83%",10,"0.55"
67196188,"- -  -","Mario Hermoso","","257","13","$9,191,000 p/a","$91M","90%",15,"0.01"
19342183,"- -  -","Evanilson","Inj","88","37","$1,769,000 p/a","$107M","-",16,"-"
55000929,"- -  -","Rui Patrício","","516","-","$4,124,000 p/a","-","82%",14,"0.00"
718272,"- -  -","Łukasz Fabiański","","423","-","$3,898,000 p/a","-","-",13,"-"
70087488,"- -  -","Enes Ünal","Inj","287","84","$1,127,000 p/a","$36M","-",14,"-"
19266403,"- -  -","Arthur Cabral","","172","69","$1,810,000 p/a","$107M","79%",15,"0.51"
43316850,"- -  -","Giacomo Raspadori","","103","20","$4,960,000 p/a","-","84%",11,"0.37"
67269484,"- -  -","Samuel Chukwueze","nEU","170","23","$5,496,000 p/a","-","86%",11,"0.13"
85119867,"- -  -","Tiémoué Bakayoko","","217","10","$576,000 p/a","-","100%",16,"0.00"
48037822,"- -  -","Ibrahima Konaté","","112","3","$4,548,000 p/a","-","96%",17,"0.00"
28100123,"- -  -","Aaron Wan-Bissaka","Inj","150","2","$6,497,000 p/a","-","-",13,"-"
78067241,"- -  -","Nahitan Nández","Wnt","237","18","$2,196,000 p/a","$38.5M","86%",13,"0.00"
85027976,"- -  -","Alphonse Areola","","228","-","$7,796,000 p/a","-","71%",14,"0.00"
49047065,"- -  -","Mohamed Simakan","","94","3","$4,807,000 p/a","-","84%",15,"0.00"
86078360,"- -  -","Moisés Caicedo","Inj","82","7","$9,095,000 p/a","-","-",12,"-"
48042658,"- -  -","Bryan Mbeumo","","206","50","$2,599,000 p/a","-","86%",13,"3.22"
29125842,"- -  -","Jarrod Bowen","IPR","262","82","$5,197,000 p/a","-","86%",8,"1.76"
8150316,"- -  -","Jan Vertonghen","Inj","484","33","$1,806,000 p/a","-","73%",15,"0.06"
28109599,"- -  -","Emile Smith Rowe","","90","14","$4,288,000 p/a","-","78%",9,"0.08"
85051578,"- -  -","Sébastien Haller","","312","122","$9,081,000 p/a","-","78%",17,"0.90"
62013805,"- -  -","Nemanja Gudelj","","360","39","$5,665,000 p/a","$32.5M","92%",15,"0.41"
43094150,"- -  -","Ivan Provedel","IPR","270","1","$1,982,000 p/a","-","94%",13,"0.00"
18083611,"- -  -","Dodi Lukébakio","","186","39","$3,205,000 p/a","$36M","-",12,"-"
98029385,"- -  -","Breel Embolo","Inj","237","65","$3,739,000 p/a","-","-",17,"-"
45092714,"- -  -","Daichi Kamada","nEU","228","48","$4,124,000 p/a","-","-",10,"-"
37008621,"- -  -","Luuk de Jong","","418","179","$2,671,000 p/a","-","86%",14,"2.66"
29125343,"- -  -","Scott McTominay","","149","12","$5,197,000 p/a","-","90%",15,"0.24"
29123128,"- -  -","Dominic Calvert-Lewin","","222","59","$7,796,000 p/a","-","83%",16,"1.44"
18097159,"- -  -","Alexis Saelemaekers","","171","8","$1,371,000 p/a","-","88%",10,"0.10"
67035000,"- -  -","Yuri","","353","16","$4,585,000 p/a","$1.07B","86%",14,"0.03"
5727652,"- -  -","Ivan Rakitić","Trn","576","90","$6,963,000 p/a","$17.75M","92%",9,"0.00"
67037570,"- -  -","Iker Muniain","","438","57","$2,349,000 p/a","$1.07B","89%",10,"0.88"
98006034,"- -  -","Remo Freuler","Trn","401","41","$2,923,000 p/a","-","93%",12,"0.07"
58104594,"- -  -","Alexandr Golovin","","223","31","$4,914,000 p/a","-","86%",10,"0.82"
48044574,"- -  -","Moussa Diaby","","158","36","$6,497,000 p/a","-","88%",8,"1.16"
43155241,"- -  -","Guglielmo Vicario","IPR","220","-","$5,197,000 p/a","-","96%",15,"0.00"
16147660,"- -  -","Xaver Schlager","Wnt","209","18","$4,807,000 p/a","-","90%",12,"0.00"
85057304,"- -  -","Youssouf Sabaly","","263","4","$1,153,000 p/a","$30.5M","87%",15,"0.00"
75000261,"- -  -","Alexis Sánchez","nEU","551","172","$4,960,000 p/a","-","-",7,"-"
92051583,"- -  -","Timo Werner","Trn","315","112","$10,683,000 p/a","-","88%",11,"1.07"
5125012,"- -  -","Adam Lallana","","441","69","$4,353,000 p/a","-","88%",9,"0.40"
85033423,"- -  -","Lucas Digne","","305","10","$8,445,000 p/a","-","92%",11,"0.00"
15016604,"- -  -","Mathew Ryan","","353","-","$446,000 p/a","-","65%",12,"0.00"
85059774,"- -  -","Samuel Umtiti","","252","5","$3,370,000 p/a","-","91%",14,"0.62"
19334410,"- -  -","Matheus Cunha","","164","32","$5,197,000 p/a","-","81%",12,"0.25"
12065054,"- -  -","Mohamed Elneny","","246","9","$3,248,000 p/a","-","89%",15,"0.00"
86045976,"- -  -","Pervis Estupiñán","","237","7","$3,898,000 p/a","-","83%",14,"0.02"
30022142,"- -  -","Chris Smalling","Inj","336","22","$4,810,000 p/a","-","-",15,"-"
11022221,"- -  -","Vedat Muriqi","","310","91","$4,285,000 p/a","$36M","84%",18,"2.84"
19338230,"- -  -","Antony","","116","27","$9,745,000 p/a","-","83%",7,"0.05"
5106363,"- -  -","James Milner","","625","57","$4,548,000 p/a","-","-",15,"-"
29114989,"- -  -","Jonathan Bamba","IPR","252","42","$1,152,000 p/a","$36M","87%",13,"1.07"
8448716,"- -  -","Étienne Capoue","","443","28","$1,423,000 p/a","$23.5M","86%",15,"0.29"
37024733,"- -  -","Joël Veltman","","282","14","$3,573,000 p/a","-","93%",12,"0.85"
67150301,"- -  -","Alberto Moreno","","258","16","$1,311,000 p/a","$30.5M","69%",12,"0.10"
16279486,"- -  -","Karim Adeyemi","","129","47","$5,876,000 p/a","-","88%",9,"0.00"
83261910,"- -  -","Nuno Mendes","Inj","90","2","$2,234,000 p/a","-","-",13,"-"
29036189,"- -  -","Lewis Dunk","","385","24","$5,522,000 p/a","-","96%",14,"0.04"
947424,"- -  -","Simon Kjær","","403","14","$2,057,000 p/a","-","92%",15,"0.00"
27039017,"- -  -","Christian Nørgaard","","267","16","$2,599,000 p/a","-","91%",12,"0.27"
19302456,"- -  -","Douglas Luiz","Wnt","209","14","$5,847,000 p/a","-","89%",13,"0.71"
28113828,"- -  -","Jeremie Frimpong","","110","12","$1,923,000 p/a","-","88%",10,"0.32"
14241914,"- -  -","Alan Varela","","77","-","$1,565,000 p/a","-","96%",13,"0.33"
5251774,"- -  -","Claudio Bravo","Inj","460","1","$1,150,000 p/a","$14M","96%",11,"0.00"
29156522,"- -  -","Ebere Eze","","214","40","$2,923,000 p/a","-","79%",13,"0.56"
55067163,"- -  -","Rui Silva","IPR","210","-","$1,150,000 p/a","$25.5M","41%",12,"0.00"
5667723,"- -  -","Andrés Guardado","Trn","500","38","$1,150,000 p/a","$17.75M","96%",11,"0.00"
67199408,"- -  -","Álvaro Odriozola","","199","7","$1,205,000 p/a","$29M","100%",12,"0.00"
2000054872,"- -  -","Ez Abde","","114","20","$1,213,000 p/a","$91M","-",9,"-"
61043070,"- -  -","John McGinn","","369","33","$6,497,000 p/a","-","83%",15,"2.02"
85079680,"- -  -","Aïssa Mandi","","354","22","$1,245,000 p/a","$29M","91%",14,"0.10"
71080414,"- -  -","Viktor Tsygankov","","177","80","$2,145,000 p/a","$34M","85%",12,"0.15"
19377206,"- -  -","Luiz Henrique","Trn","108","11","$1,089,000 p/a","$69M","89%",12,"0.10"
62097340,"- -  -","Nemanja Maksimović","Wnt","270","17","$1,285,000 p/a","$107M","84%",15,"0.00"
55061470,"- -  -","Nélson Semedo","Inj","343","15","$5,522,000 p/a","-","84%",13,"0.00"
28085588,"- -  -","Andreas Pereira","","198","20","$3,248,000 p/a","-","93%",9,"0.37"
29221846,"- -  -","Michael Olise","Inj","130","11","$5,197,000 p/a","-","-",11,"-"
27102380,"- -  -","Kasper Dolberg","","181","60","$2,228,000 p/a","-","62%",13,"4.47"
211232,"- -  -","Djéné Dakonam","","296","3","$1,070,000 p/a","$37.5M","93%",15,"0.14"
67063004,"- -  -","Marc Bartra","","317","19","$2,009,000 p/a","$26.5M","92%",12,"0.00"
12038706,"- -  -","Ramy Bensebaïni","","223","23","$6,410,000 p/a","-","91%",14,"0.25"
29129073,"- -  -","Rico Henry","Inj","227","7","$2,404,000 p/a","-","-",12,"-"
13174979,"- -  -","Yves Bissouma","","186","6","$6,497,000 p/a","-","89%",15,"0.00"
13181623,"- -  -","Pathé Ciss","","207","23","$705,000 p/a","$20M","85%",16,"0.00"
29159400,"- -  -","Ben Brereton Díaz","Trn","215","55","$1,671,000 p/a","$25.5M","95%",15,"0.97"
78064881,"- -  -","Mauro Arambarri","Wnt","231","8","$958,000 p/a","$28M","83%",13,"0.81"
98034373,"- -  -","Djibril Sow","","234","18","$1,202,000 p/a","$30M","90%",12,"0.16"
28106878,"- -  -","Marcus Edwards","","154","31","$1,455,000 p/a","$64M","84%",6,"0.80"
19325045,"- -  -","Emerson Royal","Wnt","161","9","$4,872,000 p/a","-","82%",15,"0.01"
55063355,"- -  -","Domingos Duarte","Wnt","268","13","$1,014,000 p/a","$28.5M","-",15,"-"
55063493,"- -  -","Rafa","","317","76","$1,791,000 p/a","$86M","88%",6,"1.11"
19052922,"- -  -","Rafael Toloi","","392","16","$1,982,000 p/a","-","92%",15,"0.00"
27088231,"- -  -","Mathias Jensen","","226","24","$2,599,000 p/a","-","84%",12,"0.59"
67211900,"- -  -","Sergio Reguilón","Trn","196","14","$5,197,000 p/a","-","93%",12,"0.00"
72048035,"- -  -","Weston McKennie","Inj","168","13","$3,439,000 p/a","-","89%",16,"0.00"
62076152,"- -  -","Predrag Rajković","Inj","311","-","$1,271,000 p/a","$24M","83%",14,"0.00"
55032265,"- -  -","Eric Dier","Trn","313","15","$6,497,000 p/a","-","-",16,"-"
43426047,"- -  -","Destiny Udogie","","80","8","$3,248,000 p/a","-","89%",14,"0.00"
55070264,"- -  -","Nuno Santos","","236","37","$1,086,000 p/a","$64M","82%",8,"0.86"
24039943,"- -  -","Ivo Grbić","Trn","162","-","$1,219,000 p/a","$24M","-",16,"-"
29179717,"- -  -","Pedro Neto","","101","10","$2,599,000 p/a","-","79%",7,"0.00"
55079798,"- -  -","Stephen Eustáquio","","231","7","$1,128,000 p/a","$64M","89%",8,"0.85"
37063644,"- -  -","Jurriën Timber","Inj","123","6","$7,146,000 p/a","-","-",12,"-"
1401054,"- -  -","Lorenzo De Silvestri","","418","24","$1,789,000 p/a","-","-",15,"-"
24004434,"- -  -","Andrej Kramarić","","372","172","$4,273,000 p/a","-","86%",11,"0.54"
19067093,"- -  -","Alex Sandro","nEU","348","17","$11,902,000 p/a","-","92%",13,"0.00"
29110623,"- -  -","Ollie Watkins","Wnt","335","117","$3,898,000 p/a","-","87%",14,"3.88"
67103336,"- -  -","Saúl","","380","39","$12,820,000 p/a","$161M","87%",11,"0.00"
12080051,"- -  -","Pape Matar Sarr","","83","5","$1,949,000 p/a","-","93%",15,"0.29"
14108651,"- -  -","Giovani Lo Celso","Inj","199","20","$6,497,000 p/a","-","-",11,"-"
27058392,"- -  -","Pierre-Emile Højbjerg","","321","26","$7,146,000 p/a","-","65%",15,"0.44"
43093382,"- -  -","Matteo Politano","","355","61","$4,360,000 p/a","-","-",9,"-"
19158787,"- -  -","Matheus","","250","-","$707,000 p/a","$21.5M","80%",14,"0.00"
67174729,"- -  -","Adama Traoré","Inj","303","23","$4,223,000 p/a","-","-",17,"-"
19259600,"- -  -","Arthur","nEU","129","7","$5,429,000 p/a","-","97%",11,"0.00"
37018393,"- -  -","Davy Klaassen","","301","87","$2,057,000 p/a","-","-",12,"-"
83174775,"- -  -","João Mário","","109","8","$822,000 p/a","$54M","89%",8,"0.14"
51013463,"- -  -","Raúl Jiménez","","390","120","$5,197,000 p/a","-","93%",13,"0.90"
43155796,"- -  -","Matteo Pessina","","239","30","$1,585,000 p/a","-","81%",12,"1.49"
29192705,"- -  -","Pedro Gonçalves","","131","54","$1,961,000 p/a","$86M","84%",9,"1.17"
2000160511,"- -  -","Ousmane Diomande","IPR","33","1","$1,476,000 p/a","$86M","97%",16,"0.73"
45111891,"- -  -","Kaoru Mitoma","","181","57","$1,299,000 p/a","-","95%",7,"1.82"
67256618,"- -  -","Dani Vivian","Wnt","181","9","$2,120,000 p/a","$59M","91%",13,"0.21"
55027761,"- -  -","Mário Rui","","336","5","$4,167,000 p/a","-","96%",11,"0.00"
43093502,"- -  -","Gianluca Mancini","Wnt","203","14","$6,942,000 p/a","-","89%",14,"0.26"
19162578,"- -  -","Felipe","Inj","280","11","$4,548,000 p/a","-","-",16,"-"
48043084,"- -  -","Boubacar Kamara","IPR","161","3","$6,497,000 p/a","-","91%",13,"0.84"
70099201,"- -  -","Altay Bayındır","","143","-","$2,599,000 p/a","-","-",16,"-"
79027217,"- -  -","Omar Alderete","","154","7","$1,607,000 p/a","$24.5M","92%",15,"0.00"
30035411,"- -  -","Hamari Traoré","","322","11","$1,015,000 p/a","$22M","89%",12,"0.09"
70093800,"- -  -","Çağlar Söyüncü","Trn","183","7","$2,507,000 p/a","$72M","86%",15,"0.00"
76014012,"- -  -","Duván Zapata","nEU","376","134","$4,960,000 p/a","-","89%",18,"0.00"
76020280,"- -  -","Johan Mojica","IPR","288","11","$1,048,000 p/a","$23.5M","-",11,"-"
37049949,"- -  -","Jerry St. Juste","Inj","189","12","$1,514,000 p/a","$48M","-",14,"-"
67245413,"- -  -","Óscar Mingueza","Wnt","103","2","$1,213,000 p/a","$23.5M","92%",13,"0.00"
83174759,"- -  -","Fábio Vieira","IPR","109","19","$5,197,000 p/a","-","90%",9,"0.79"
19171604,"- -  -","Matheus Reis","Wnt","190","4","$820,000 p/a","$48M","88%",14,"0.08"
29141175,"- -  -","Luca De La Torre","Wnt","103","2","$251,000 p/a","$22M","81%",10,"0.75"
28124569,"- -  -","Tino Livramento","IPR","30","1","$4,223,000 p/a","-","-",12,"-"
37065767,"- -  -","Sergiño Dest","","102","3","$4,285,000 p/a","$429M","84%",7,"0.10"
67214595,"- -  -","Unai Núñez","","173","5","$1,001,000 p/a","$1.07B","92%",14,"0.15"
67011217,"- -  -","Diego Llorente","","290","16","$1,661,000 p/a","-","-",14,"-"
5666492,"- -  -","Guillermo Ochoa","Wnt","620","-","$1,585,000 p/a","-","81%",13,"0.00"
43125343,"- -  -","Mattia Zaccagni","IPR","253","28","$3,964,000 p/a","-","83%",10,"0.59"
83105845,"- -  -","Diogo Dalot","","125","4","$5,522,000 p/a","-","95%",13,"0.10"
29115800,"- -  -","Joe Gomez","","133","-","$6,172,000 p/a","-","94%",15,"0.47"
37026994,"- -  -","Wout Weghorst","","361","140","$3,248,000 p/a","-","83%",16,"0.76"
24058106,"- -  -","Josip Šutalo","","104","4","$1,671,000 p/a","-","92%",14,"0.05"
83320135,"- -  -","António Silva","IPR","41","4","$696,000 p/a","$107M","96%",13,"1.39"
29114971,"- -  -","Corentin Tolisso","","223","33","$5,128,000 p/a","-","86%",12,"0.00"
8832889,"- -  -","Willian","","489","68","$5,847,000 p/a","-","88%",11,"0.87"
85046587,"- -  -","Florian Thauvin","","341","94","$2,475,000 p/a","-","75%",8,"0.00"
67178152,"- -  -","Pau López","","257","-","$4,166,000 p/a","-","95%",12,"0.00"
24021244,"- -  -","Mario Pašalić","Wnt","288","65","$1,982,000 p/a","-","86%",12,"0.34"
29108071,"- -  -","Rob Holding","","126","3","$3,898,000 p/a","-","93%",13,"0.00"
19188567,"- -  -","Diego Carlos","Inj","255","12","$6,497,000 p/a","-","-",18,"-"
43140326,"- -  -","Alex Meret","","146","-","$2,978,000 p/a","-","72%",13,"0.00"
76038475,"- -  -","Jefferson Lerma","Inj","349","21","$4,548,000 p/a","-","-",14,"-"
67196204,"- -  -","Carlos Soler","","250","39","$3,994,000 p/a","-","93%",13,"0.02"
85027988,"- -  -","Abdoulaye Doucouré","","308","38","$7,796,000 p/a","-","82%",15,"0.94"
37005776,"- -  -","Bas Dost","","425","222","$167,000 p/a","-","89%",15,"0.74"
53110135,"- -  -","Kristoffer Ajer","Wnt","225","16","$2,274,000 p/a","-","91%",14,"0.14"
36096824,"- -  -","Kostas Tsimikas","","149","10","$4,223,000 p/a","-","86%",12,"0.00"
67183918,"- -  -","Álex Remiro","IPR","264","-","$2,369,000 p/a","$75M","99%",12,"0.00"
18083491,"- -  -","Leon Bailey","IPR","230","41","$5,847,000 p/a","-","73%",9,"0.24"
91124144,"- -  -","Julian Weigl","","282","7","$3,739,000 p/a","-","84%",12,"0.41"
91119700,"- -  -","Jonathan Tah","Wnt","279","8","$3,739,000 p/a","$21.5M","92%",18,"0.42"
6701096,"- -  -","Pepe Reina","","692","-","$983,000 p/a","$10.5M","-",13,"-"
85033422,"- -  -","Geoffrey Kondogbia","","328","13","$6,943,000 p/a","-","88%",16,"0.81"
